"","date","value","Reference area","color","color2"
"3831",1985-02-08,1.511152,"France","#ED2939","#002395"
"3832",1985-02-11,1.515344,"France","#ED2939","#002395"
"3833",1985-02-12,1.527919,"France","#ED2939","#002395"
"3834",1985-02-13,1.533257,"France","#ED2939","#002395"
"3835",1985-02-14,1.531655,"France","#ED2939","#002395"
"3836",1985-02-15,1.524491,"France","#ED2939","#002395"
"3837",1985-02-18,1.533484,"France","#ED2939","#002395"
"3838",1985-02-19,1.546977,"France","#ED2939","#002395"
"3839",1985-02-20,1.548653,"France","#ED2939","#002395"
"3840",1985-02-21,1.562832,"France","#ED2939","#002395"
"3841",1985-02-22,1.577847,"France","#ED2939","#002395"
"3842",1985-02-25,1.60224,"France","#ED2939","#002395"
"3843",1985-02-26,1.61977,"France","#ED2939","#002395"
"3844",1985-02-27,1.551168,"France","#ED2939","#002395"
"3845",1985-02-28,1.553074,"France","#ED2939","#002395"
"3846",1985-03-01,1.563516,"France","#ED2939","#002395"
"3847",1985-03-04,1.572893,"France","#ED2939","#002395"
"3848",1985-03-05,1.594617,"France","#ED2939","#002395"
"3849",1985-03-06,1.59881,"France","#ED2939","#002395"
"3850",1985-03-07,1.587376,"France","#ED2939","#002395"
"3851",1985-03-08,1.590501,"France","#ED2939","#002395"
"3852",1985-03-11,1.565347,"France","#ED2939","#002395"
"3853",1985-03-12,1.564584,"France","#ED2939","#002395"
"3854",1985-03-13,1.561077,"France","#ED2939","#002395"
"3855",1985-03-14,1.577084,"France","#ED2939","#002395"
"3856",1985-03-15,1.583944,"France","#ED2939","#002395"
"3857",1985-03-18,1.569082,"France","#ED2939","#002395"
"3858",1985-03-19,1.529368,"France","#ED2939","#002395"
"3859",1985-03-20,1.522966,"France","#ED2939","#002395"
"3860",1985-03-21,1.515115,"France","#ED2939","#002395"
"3861",1985-03-22,1.495297,"France","#ED2939","#002395"
"3862",1985-03-25,1.50772,"France","#ED2939","#002395"
"3863",1985-03-26,1.506044,"France","#ED2939","#002395"
"3864",1985-03-27,1.462596,"France","#ED2939","#002395"
"3865",1985-03-28,1.450019,"France","#ED2939","#002395"
"3866",1985-03-29,1.432259,"France","#ED2939","#002395"
"3867",1985-04-01,1.447045,"France","#ED2939","#002395"
"3868",1985-04-02,1.465568,"France","#ED2939","#002395"
"3869",1985-04-03,1.454974,"France","#ED2939","#002395"
"3870",1985-04-04,1.467779,"France","#ED2939","#002395"
"3871",1985-04-09,1.465797,"France","#ED2939","#002395"
"3872",1985-04-10,1.462368,"France","#ED2939","#002395"
"3873",1985-04-11,1.442397,"France","#ED2939","#002395"
"3874",1985-04-12,1.428218,"France","#ED2939","#002395"
"3875",1985-04-15,1.407486,"France","#ED2939","#002395"
"3876",1985-04-16,1.40154,"France","#ED2939","#002395"
"3877",1985-04-17,1.406191,"France","#ED2939","#002395"
"3878",1985-04-18,1.416861,"France","#ED2939","#002395"
"3879",1985-04-19,1.386524,"France","#ED2939","#002395"
"3880",1985-04-22,1.393384,"France","#ED2939","#002395"
"3881",1985-04-23,1.409087,"France","#ED2939","#002395"
"3882",1985-04-24,1.456423,"France","#ED2939","#002395"
"3883",1985-04-25,1.448646,"France","#ED2939","#002395"
"3884",1985-04-26,1.465568,"France","#ED2939","#002395"
"3885",1985-04-29,1.447885,"France","#ED2939","#002395"
"3886",1985-04-30,1.435003,"France","#ED2939","#002395"
"3887",1985-05-02,1.473038,"France","#ED2939","#002395"
"3888",1985-05-03,1.489275,"France","#ED2939","#002395"
"3889",1985-05-06,1.508634,"France","#ED2939","#002395"
"3890",1985-05-07,1.482643,"France","#ED2939","#002395"
"3891",1985-05-08,1.482947,"France","#ED2939","#002395"
"3892",1985-05-09,1.449791,"France","#ED2939","#002395"
"3893",1985-05-10,1.450933,"France","#ED2939","#002395"
"3894",1985-05-13,1.433631,"France","#ED2939","#002395"
"3895",1985-05-14,1.42517,"France","#ED2939","#002395"
"3896",1985-05-15,1.429971,"France","#ED2939","#002395"
"3897",1985-05-17,1.434546,"France","#ED2939","#002395"
"3898",1985-05-20,1.408401,"France","#ED2939","#002395"
"3899",1985-05-21,1.417013,"France","#ED2939","#002395"
"3900",1985-05-22,1.428828,"France","#ED2939","#002395"
"3901",1985-05-23,1.439804,"France","#ED2939","#002395"
"3902",1985-05-24,1.435612,"France","#ED2939","#002395"
"3903",1985-05-28,1.44537,"France","#ED2939","#002395"
"3904",1985-05-29,1.444301,"France","#ED2939","#002395"
"3905",1985-05-30,1.427151,"France","#ED2939","#002395"
"3906",1985-05-31,1.436451,"France","#ED2939","#002395"
"3907",1985-06-03,1.414346,"France","#ED2939","#002395"
"3908",1985-06-04,1.417776,"France","#ED2939","#002395"
"3909",1985-06-05,1.425703,"France","#ED2939","#002395"
"3910",1985-06-06,1.419224,"France","#ED2939","#002395"
"3911",1985-06-07,1.421434,"France","#ED2939","#002395"
"3912",1985-06-10,1.438204,"France","#ED2939","#002395"
"3913",1985-06-11,1.437137,"France","#ED2939","#002395"
"3914",1985-06-12,1.43081,"France","#ED2939","#002395"
"3915",1985-06-13,1.441178,"France","#ED2939","#002395"
"3916",1985-06-14,1.429668,"France","#ED2939","#002395"
"3917",1985-06-17,1.42578,"France","#ED2939","#002395"
"3918",1985-06-18,1.414955,"France","#ED2939","#002395"
"3919",1985-06-19,1.397958,"France","#ED2939","#002395"
"3920",1985-06-20,1.413812,"France","#ED2939","#002395"
"3921",1985-06-21,1.434088,"France","#ED2939","#002395"
"3922",1985-06-24,1.428067,"France","#ED2939","#002395"
"3923",1985-06-25,1.423722,"France","#ED2939","#002395"
"3924",1985-06-26,1.420977,"France","#ED2939","#002395"
"3925",1985-06-27,1.418539,"France","#ED2939","#002395"
"3926",1985-06-28,1.42174,"France","#ED2939","#002395"
"3927",1985-07-01,1.408858,"France","#ED2939","#002395"
"3928",1985-07-02,1.417777,"France","#ED2939","#002395"
"3929",1985-07-03,1.411296,"France","#ED2939","#002395"
"3930",1985-07-04,1.408934,"France","#ED2939","#002395"
"3931",1985-07-05,1.408325,"France","#ED2939","#002395"
"3932",1985-07-08,1.396357,"France","#ED2939","#002395"
"3933",1985-07-09,1.376996,"France","#ED2939","#002395"
"3934",1985-07-10,1.36381,"France","#ED2939","#002395"
"3935",1985-07-11,1.364419,"France","#ED2939","#002395"
"3936",1985-07-12,1.3446,"France","#ED2939","#002395"
"3937",1985-07-15,1.330499,"France","#ED2939","#002395"
"3938",1985-07-16,1.33774,"France","#ED2939","#002395"
"3939",1985-07-17,1.316854,"France","#ED2939","#002395"
"3940",1985-07-18,1.314111,"France","#ED2939","#002395"
"3941",1985-07-19,1.330574,"France","#ED2939","#002395"
"3942",1985-07-22,1.336978,"France","#ED2939","#002395"
"3943",1985-07-23,1.32059,"France","#ED2939","#002395"
"3944",1985-07-24,1.331032,"France","#ED2939","#002395"
"3945",1985-07-25,1.326916,"France","#ED2939","#002395"
"3946",1985-07-26,1.334646,"France","#ED2939","#002395"
"3947",1985-07-29,1.313881,"France","#ED2939","#002395"
"3948",1985-07-30,1.313882,"France","#ED2939","#002395"
"3949",1985-07-31,1.298637,"France","#ED2939","#002395"
"3950",1985-08-01,1.300162,"France","#ED2939","#002395"
"3951",1985-08-02,1.316397,"France","#ED2939","#002395"
"3952",1985-08-05,1.310452,"France","#ED2939","#002395"
"3953",1985-08-06,1.319904,"France","#ED2939","#002395"
"3954",1985-08-07,1.327069,"France","#ED2939","#002395"
"3955",1985-08-08,1.321581,"France","#ED2939","#002395"
"3956",1985-08-09,1.319752,"France","#ED2939","#002395"
"3957",1985-08-12,1.304583,"France","#ED2939","#002395"
"3958",1985-08-13,1.295893,"France","#ED2939","#002395"
"3959",1985-08-14,1.298866,"France","#ED2939","#002395"
"3960",1985-08-15,1.289338,"France","#ED2939","#002395"
"3961",1985-08-16,1.289033,"France","#ED2939","#002395"
"3962",1985-08-19,1.286059,"France","#ED2939","#002395"
"3963",1985-08-20,1.287584,"France","#ED2939","#002395"
"3964",1985-08-21,1.295512,"France","#ED2939","#002395"
"3965",1985-08-22,1.280267,"France","#ED2939","#002395"
"3966",1985-08-23,1.284154,"France","#ED2939","#002395"
"3967",1985-08-26,1.283621,"France","#ED2939","#002395"
"3968",1985-08-27,1.29292,"France","#ED2939","#002395"
"3969",1985-08-28,1.288271,"France","#ED2939","#002395"
"3970",1985-08-29,1.291549,"France","#ED2939","#002395"
"3971",1985-08-30,1.29635,"France","#ED2939","#002395"
"3972",1985-09-02,1.317159,"France","#ED2939","#002395"
"3973",1985-09-03,1.325315,"France","#ED2939","#002395"
"3974",1985-09-04,1.32402,"France","#ED2939","#002395"
"3975",1985-09-05,1.323638,"France","#ED2939","#002395"
"3976",1985-09-06,1.356034,"France","#ED2939","#002395"
"3977",1985-09-09,1.372804,"France","#ED2939","#002395"
"3978",1985-09-10,1.367467,"France","#ED2939","#002395"
"3979",1985-09-11,1.367696,"France","#ED2939","#002395"
"3980",1985-09-12,1.381112,"France","#ED2939","#002395"
"3981",1985-09-13,1.354128,"France","#ED2939","#002395"
"3982",1985-09-16,1.351308,"France","#ED2939","#002395"
"3983",1985-09-17,1.335834,"France","#ED2939","#002395"
"3984",1985-09-18,1.351689,"France","#ED2939","#002395"
"3985",1985-09-19,1.354129,"France","#ED2939","#002395"
"3986",1985-09-20,1.341398,"France","#ED2939","#002395"
"3987",1985-09-23,1.259838,"France","#ED2939","#002395"
"3988",1985-09-24,1.261668,"France","#ED2939","#002395"
"3989",1985-09-25,1.262583,"France","#ED2939","#002395"
"3990",1985-09-26,1.236362,"France","#ED2939","#002395"
"3991",1985-09-27,1.241012,"France","#ED2939","#002395"
"3992",1985-09-30,1.245737,"France","#ED2939","#002395"
"3993",1985-10-01,1.244746,"France","#ED2939","#002395"
"3994",1985-10-02,1.227671,"France","#ED2939","#002395"
"3995",1985-10-03,1.227367,"France","#ED2939","#002395"
"3996",1985-10-04,1.213037,"France","#ED2939","#002395"
"3997",1985-10-07,1.228464,"France","#ED2939","#002395"
"3998",1985-10-08,1.228587,"France","#ED2939","#002395"
"3999",1985-10-09,1.227977,"France","#ED2939","#002395"
"4000",1985-10-10,1.234837,"France","#ED2939","#002395"
"4001",1985-10-11,1.234838,"France","#ED2939","#002395"
"4002",1985-10-14,1.235599,"France","#ED2939","#002395"
"4003",1985-10-15,1.236895,"France","#ED2939","#002395"
"4004",1985-10-16,1.246499,"France","#ED2939","#002395"
"4005",1985-10-17,1.232169,"France","#ED2939","#002395"
"4006",1985-10-18,1.225919,"France","#ED2939","#002395"
"4007",1985-10-21,1.223403,"France","#ED2939","#002395"
"4008",1985-10-22,1.227214,"France","#ED2939","#002395"
"4009",1985-10-23,1.226452,"France","#ED2939","#002395"
"4010",1985-10-24,1.231255,"France","#ED2939","#002395"
"4011",1985-10-25,1.229197,"France","#ED2939","#002395"
"4012",1985-10-28,1.229349,"France","#ED2939","#002395"
"4013",1985-10-29,1.223098,"France","#ED2939","#002395"
"4014",1985-10-30,1.213798,"France","#ED2939","#002395"
"4015",1985-10-31,1.215552,"France","#ED2939","#002395"
"4016",1985-11-01,1.214638,"France","#ED2939","#002395"
"4017",1985-11-04,1.205567,"France","#ED2939","#002395"
"4018",1985-11-05,1.213875,"France","#ED2939","#002395"
"4019",1985-11-06,1.208845,"France","#ED2939","#002395"
"4020",1985-11-07,1.2061,"France","#ED2939","#002395"
"4021",1985-11-08,1.218906,"France","#ED2939","#002395"
"4022",1985-11-11,1.220201,"France","#ED2939","#002395"
"4023",1985-11-12,1.218067,"France","#ED2939","#002395"
"4024",1985-11-13,1.212732,"France","#ED2939","#002395"
"4025",1985-11-14,1.213113,"France","#ED2939","#002395"
"4026",1985-11-15,1.215705,"France","#ED2939","#002395"
"4027",1985-11-18,1.219058,"France","#ED2939","#002395"
"4028",1985-11-19,1.211055,"France","#ED2939","#002395"
"4029",1985-11-20,1.206176,"France","#ED2939","#002395"
"4030",1985-11-21,1.203585,"France","#ED2939","#002395"
"4031",1985-11-22,1.201298,"France","#ED2939","#002395"
"4032",1985-11-25,1.192227,"France","#ED2939","#002395"
"4033",1985-11-26,1.193829,"France","#ED2939","#002395"
"4034",1985-11-27,1.184834,"France","#ED2939","#002395"
"4035",1985-11-28,1.17744,"France","#ED2939","#002395"
"4036",1985-11-29,1.169589,"France","#ED2939","#002395"
"4037",1985-12-02,1.161662,"France","#ED2939","#002395"
"4038",1985-12-03,1.178888,"France","#ED2939","#002395"
"4039",1985-12-04,1.170352,"France","#ED2939","#002395"
"4040",1985-12-05,1.176601,"France","#ED2939","#002395"
"4041",1985-12-06,1.174543,"France","#ED2939","#002395"
"4042",1985-12-09,1.176602,"France","#ED2939","#002395"
"4043",1985-12-10,1.182013,"France","#ED2939","#002395"
"4044",1985-12-11,1.188646,"France","#ED2939","#002395"
"4045",1985-12-12,1.175381,"France","#ED2939","#002395"
"4046",1985-12-13,1.173858,"France","#ED2939","#002395"
"4047",1985-12-16,1.176525,"France","#ED2939","#002395"
"4048",1985-12-17,1.172028,"France","#ED2939","#002395"
"4049",1985-12-18,1.175763,"France","#ED2939","#002395"
"4050",1985-12-19,1.178279,"France","#ED2939","#002395"
"4051",1985-12-20,1.176601,"France","#ED2939","#002395"
"4052",1985-12-23,1.173248,"France","#ED2939","#002395"
"4053",1985-12-24,1.172562,"France","#ED2939","#002395"
"4054",1985-12-27,1.161661,"France","#ED2939","#002395"
"4055",1985-12-30,1.15099,"France","#ED2939","#002395"
"4056",1985-12-31,1.151143,"France","#ED2939","#002395"
"4057",1986-01-02,1.146569,"France","#ED2939","#002395"
"4058",1986-01-03,1.151218,"France","#ED2939","#002395"
"4059",1986-01-06,1.153658,"France","#ED2939","#002395"
"4060",1986-01-07,1.136889,"France","#ED2939","#002395"
"4061",1986-01-08,1.141996,"France","#ED2939","#002395"
"4062",1986-01-09,1.151905,"France","#ED2939","#002395"
"4063",1986-01-10,1.149466,"France","#ED2939","#002395"
"4064",1986-01-13,1.158308,"France","#ED2939","#002395"
"4065",1986-01-14,1.157316,"France","#ED2939","#002395"
"4066",1986-01-15,1.154039,"France","#ED2939","#002395"
"4067",1986-01-16,1.148475,"France","#ED2939","#002395"
"4068",1986-01-17,1.153734,"France","#ED2939","#002395"
"4069",1986-01-20,1.155564,"France","#ED2939","#002395"
"4070",1986-01-21,1.149694,"France","#ED2939","#002395"
"4071",1986-01-22,1.153277,"France","#ED2939","#002395"
"4072",1986-01-23,1.145274,"France","#ED2939","#002395"
"4073",1986-01-24,1.133916,"France","#ED2939","#002395"
"4074",1986-01-27,1.126064,"France","#ED2939","#002395"
"4075",1986-01-28,1.124312,"France","#ED2939","#002395"
"4076",1986-01-29,1.117833,"France","#ED2939","#002395"
"4077",1986-01-30,1.117451,"France","#ED2939","#002395"
"4078",1986-01-31,1.116461,"France","#ED2939","#002395"
"4079",1986-02-03,1.116689,"France","#ED2939","#002395"
"4080",1986-02-04,1.129037,"France","#ED2939","#002395"
"4081",1986-02-05,1.124464,"France","#ED2939","#002395"
"4082",1986-02-06,1.113031,"France","#ED2939","#002395"
"4083",1986-02-07,1.121263,"France","#ED2939","#002395"
"4084",1986-02-10,1.114708,"France","#ED2939","#002395"
"4085",1986-02-11,1.111125,"France","#ED2939","#002395"
"4086",1986-02-12,1.10396,"France","#ED2939","#002395"
"4087",1986-02-13,1.106932,"France","#ED2939","#002395"
"4088",1986-02-14,1.101292,"France","#ED2939","#002395"
"4089",1986-02-17,1.097023,"France","#ED2939","#002395"
"4090",1986-02-18,1.100529,"France","#ED2939","#002395"
"4091",1986-02-19,1.083684,"France","#ED2939","#002395"
"4092",1986-02-20,1.077358,"France","#ED2939","#002395"
"4093",1986-02-21,1.084674,"France","#ED2939","#002395"
"4094",1986-02-24,1.070344,"France","#ED2939","#002395"
"4095",1986-02-25,1.056852,"France","#ED2939","#002395"
"4096",1986-02-26,1.05205,"France","#ED2939","#002395"
"4097",1986-02-27,1.035282,"France","#ED2939","#002395"
"4098",1986-02-28,1.041227,"France","#ED2939","#002395"
"4099",1986-03-03,1.042752,"France","#ED2939","#002395"
"4100",1986-03-04,1.035128,"France","#ED2939","#002395"
"4101",1986-03-05,1.044275,"France","#ED2939","#002395"
"4102",1986-03-06,1.052203,"France","#ED2939","#002395"
"4103",1986-03-07,1.051746,"France","#ED2939","#002395"
"4104",1986-03-10,1.064781,"France","#ED2939","#002395"
"4105",1986-03-11,1.066914,"France","#ED2939","#002395"
"4106",1986-03-12,1.063637,"France","#ED2939","#002395"
"4107",1986-03-13,1.071107,"France","#ED2939","#002395"
"4108",1986-03-14,1.059978,"France","#ED2939","#002395"
"4109",1986-03-17,1.052584,"France","#ED2939","#002395"
"4110",1986-03-18,1.05266,"France","#ED2939","#002395"
"4111",1986-03-19,1.06013,"France","#ED2939","#002395"
"4112",1986-03-20,1.056776,"France","#ED2939","#002395"
"4113",1986-03-21,1.054947,"France","#ED2939","#002395"
"4114",1986-03-24,1.073241,"France","#ED2939","#002395"
"4115",1986-03-25,1.083379,"France","#ED2939","#002395"
"4116",1986-03-26,1.100149,"France","#ED2939","#002395"
"4117",1986-03-27,1.087191,"France","#ED2939","#002395"
"4118",1986-04-01,1.091535,"France","#ED2939","#002395"
"4119",1986-04-02,1.107924,"France","#ED2939","#002395"
"4120",1986-04-03,1.116461,"France","#ED2939","#002395"
"4121",1986-04-07,1.165853,"France","#ED2939","#002395"
"4122",1986-04-08,1.136965,"France","#ED2939","#002395"
"4123",1986-04-09,1.128123,"France","#ED2939","#002395"
"4124",1986-04-10,1.134221,"France","#ED2939","#002395"
"4125",1986-04-11,1.119205,"France","#ED2939","#002395"
"4126",1986-04-14,1.123701,"France","#ED2939","#002395"
"4127",1986-04-15,1.12919,"France","#ED2939","#002395"
"4128",1986-04-16,1.097404,"France","#ED2939","#002395"
"4129",1986-04-17,1.083608,"France","#ED2939","#002395"
"4130",1986-04-18,1.080101,"France","#ED2939","#002395"
"4131",1986-04-21,1.07286,"France","#ED2939","#002395"
"4132",1986-04-22,1.063179,"France","#ED2939","#002395"
"4133",1986-04-23,1.062494,"France","#ED2939","#002395"
"4134",1986-04-24,1.066838,"France","#ED2939","#002395"
"4135",1986-04-25,1.070802,"France","#ED2939","#002395"
"4136",1986-04-28,1.055405,"France","#ED2939","#002395"
"4137",1986-04-29,1.055709,"France","#ED2939","#002395"
"4138",1986-04-30,1.06257,"France","#ED2939","#002395"
"4139",1986-05-02,1.074766,"France","#ED2939","#002395"
"4140",1986-05-05,1.059901,"France","#ED2939","#002395"
"4141",1986-05-06,1.082007,"France","#ED2939","#002395"
"4142",1986-05-07,1.070192,"France","#ED2939","#002395"
"4143",1986-05-09,1.058377,"France","#ED2939","#002395"
"4144",1986-05-12,1.055328,"France","#ED2939","#002395"
"4145",1986-05-13,1.057768,"France","#ED2939","#002395"
"4146",1986-05-14,1.065619,"France","#ED2939","#002395"
"4147",1986-05-15,1.064704,"France","#ED2939","#002395"
"4148",1986-05-16,1.076214,"France","#ED2939","#002395"
"4149",1986-05-20,1.078653,"France","#ED2939","#002395"
"4150",1986-05-21,1.091153,"France","#ED2939","#002395"
"4151",1986-05-22,1.098852,"France","#ED2939","#002395"
"4152",1986-05-23,1.108304,"France","#ED2939","#002395"
"4153",1986-05-26,1.107695,"France","#ED2939","#002395"
"4154",1986-05-27,1.111658,"France","#ED2939","#002395"
"4155",1986-05-28,1.103426,"France","#ED2939","#002395"
"4156",1986-05-29,1.111354,"France","#ED2939","#002395"
"4157",1986-05-30,1.122406,"France","#ED2939","#002395"
"4158",1986-06-02,1.132696,"France","#ED2939","#002395"
"4159",1986-06-03,1.105636,"France","#ED2939","#002395"
"4160",1986-06-04,1.103121,"France","#ED2939","#002395"
"4161",1986-06-05,1.095499,"France","#ED2939","#002395"
"4162",1986-06-06,1.084217,"France","#ED2939","#002395"
"4163",1986-06-09,1.087571,"France","#ED2939","#002395"
"4164",1986-06-10,1.081474,"France","#ED2939","#002395"
"4165",1986-06-11,1.074765,"France","#ED2939","#002395"
"4166",1986-06-12,1.075375,"France","#ED2939","#002395"
"4167",1986-06-13,1.079263,"France","#ED2939","#002395"
"4168",1986-06-16,1.068515,"France","#ED2939","#002395"
"4169",1986-06-17,1.080711,"France","#ED2939","#002395"
"4170",1986-06-18,1.080407,"France","#ED2939","#002395"
"4171",1986-06-19,1.085437,"France","#ED2939","#002395"
"4172",1986-06-20,1.092144,"France","#ED2939","#002395"
"4173",1986-06-23,1.10312,"France","#ED2939","#002395"
"4174",1986-06-24,1.08315,"France","#ED2939","#002395"
"4175",1986-06-25,1.078043,"France","#ED2939","#002395"
"4176",1986-06-26,1.079796,"France","#ED2939","#002395"
"4177",1986-06-27,1.076443,"France","#ED2939","#002395"
"4178",1986-06-30,1.068286,"France","#ED2939","#002395"
"4179",1986-07-01,1.06196,"France","#ED2939","#002395"
"4180",1986-07-02,1.062418,"France","#ED2939","#002395"
"4181",1986-07-03,1.055099,"France","#ED2939","#002395"
"4182",1986-07-04,1.058758,"France","#ED2939","#002395"
"4183",1986-07-07,1.056776,"France","#ED2939","#002395"
"4184",1986-07-08,1.060587,"France","#ED2939","#002395"
"4185",1986-07-09,1.06821,"France","#ED2939","#002395"
"4186",1986-07-10,1.062723,"France","#ED2939","#002395"
"4187",1986-07-11,1.068668,"France","#ED2939","#002395"
"4188",1986-07-14,1.073241,"France","#ED2939","#002395"
"4189",1986-07-15,1.061503,"France","#ED2939","#002395"
"4190",1986-07-16,1.058453,"France","#ED2939","#002395"
"4191",1986-07-17,1.057996,"France","#ED2939","#002395"
"4192",1986-07-18,1.060817,"France","#ED2939","#002395"
"4193",1986-07-21,1.049002,"France","#ED2939","#002395"
"4194",1986-07-22,1.047935,"France","#ED2939","#002395"
"4195",1986-07-23,1.052293,"France","#ED2939","#002395"
"4196",1986-07-24,1.050755,"France","#ED2939","#002395"
"4197",1986-07-25,1.061427,"France","#ED2939","#002395"
"4198",1986-07-28,1.053423,"France","#ED2939","#002395"
"4199",1986-07-29,1.044276,"France","#ED2939","#002395"
"4200",1986-07-30,1.046941,"France","#ED2939","#002395"
"4201",1986-07-31,1.035582,"France","#ED2939","#002395"
"4202",1986-08-01,1.031397,"France","#ED2939","#002395"
"4203",1986-08-04,1.028419,"France","#ED2939","#002395"
"4204",1986-08-05,1.039394,"France","#ED2939","#002395"
"4205",1986-08-06,1.029034,"France","#ED2939","#002395"
"4206",1986-08-07,1.023698,"France","#ED2939","#002395"
"4207",1986-08-08,1.025376,"France","#ED2939","#002395"
"4208",1986-08-11,1.018204,"France","#ED2939","#002395"
"4209",1986-08-12,1.026587,"France","#ED2939","#002395"
"4210",1986-08-13,1.025674,"France","#ED2939","#002395"
"4211",1986-08-14,1.021788,"France","#ED2939","#002395"
"4212",1986-08-15,1.021181,"France","#ED2939","#002395"
"4213",1986-08-18,1.023081,"France","#ED2939","#002395"
"4214",1986-08-19,1.027281,"France","#ED2939","#002395"
"4215",1986-08-20,1.019117,"France","#ED2939","#002395"
"4216",1986-08-21,1.025599,"France","#ED2939","#002395"
"4217",1986-08-22,1.019733,"France","#ED2939","#002395"
"4218",1986-08-25,1.020038,"France","#ED2939","#002395"
"4219",1986-08-26,1.02232,"France","#ED2939","#002395"
"4220",1986-08-27,1.027122,"France","#ED2939","#002395"
"4221",1986-08-28,1.022929,"France","#ED2939","#002395"
"4222",1986-08-29,1.024153,"France","#ED2939","#002395"
"4223",1986-09-01,1.013325,"France","#ED2939","#002395"
"4224",1986-09-02,1.013711,"France","#ED2939","#002395"
"4225",1986-09-03,1.017752,"France","#ED2939","#002395"
"4226",1986-09-04,1.012185,"France","#ED2939","#002395"
"4227",1986-09-05,1.015308,"France","#ED2939","#002395"
"4228",1986-09-08,1.029793,"France","#ED2939","#002395"
"4229",1986-09-09,1.028576,"France","#ED2939","#002395"
"4230",1986-09-10,1.026897,"France","#ED2939","#002395"
"4231",1986-09-11,1.034598,"France","#ED2939","#002395"
"4232",1986-09-12,1.038175,"France","#ED2939","#002395"
"4233",1986-09-15,1.021711,"France","#ED2939","#002395"
"4234",1986-09-16,1.020952,"France","#ED2939","#002395"
"4235",1986-09-17,1.015085,"France","#ED2939","#002395"
"4236",1986-09-18,1.003265,"France","#ED2939","#002395"
"4237",1986-09-19,0.994116,"France","#ED2939","#002395"
"4238",1986-09-22,1.012723,"France","#ED2939","#002395"
"4239",1986-09-23,1.021182,"France","#ED2939","#002395"
"4240",1986-09-24,1.018969,"France","#ED2939","#002395"
"4241",1986-09-25,1.024155,"France","#ED2939","#002395"
"4242",1986-09-26,1.020568,"France","#ED2939","#002395"
"4243",1986-09-29,1.011419,"France","#ED2939","#002395"
"4244",1986-09-30,1.013637,"France","#ED2939","#002395"
"4245",1986-10-01,1.011347,"France","#ED2939","#002395"
"4246",1986-10-02,1.008683,"France","#ED2939","#002395"
"4247",1986-10-03,0.996181,"France","#ED2939","#002395"
"4248",1986-10-06,0.993813,"France","#ED2939","#002395"
"4249",1986-10-07,1.003494,"France","#ED2939","#002395"
"4250",1986-10-08,0.997243,"France","#ED2939","#002395"
"4251",1986-10-09,0.99732,"France","#ED2939","#002395"
"4252",1986-10-10,0.992444,"France","#ED2939","#002395"
"4253",1986-10-13,0.989391,"France","#ED2939","#002395"
"4254",1986-10-14,0.987109,"France","#ED2939","#002395"
"4255",1986-10-15,0.984973,"France","#ED2939","#002395"
"4256",1986-10-16,0.984208,"France","#ED2939","#002395"
"4257",1986-10-17,0.984825,"France","#ED2939","#002395"
"4258",1986-10-20,0.993506,"France","#ED2939","#002395"
"4259",1986-10-21,0.994734,"France","#ED2939","#002395"
"4260",1986-10-22,0.99244,"France","#ED2939","#002395"
"4261",1986-10-23,0.994656,"France","#ED2939","#002395"
"4262",1986-10-24,1.010734,"France","#ED2939","#002395"
"4263",1986-10-27,1.015768,"France","#ED2939","#002395"
"4264",1986-10-28,1.012638,"France","#ED2939","#002395"
"4265",1986-10-29,1.010512,"France","#ED2939","#002395"
"4266",1986-10-30,1.00479,"France","#ED2939","#002395"
"4267",1986-10-31,1.028265,"France","#ED2939","#002395"
"4268",1986-11-03,1.031015,"France","#ED2939","#002395"
"4269",1986-11-04,1.021408,"France","#ED2939","#002395"
"4270",1986-11-05,1.029413,"France","#ED2939","#002395"
"4271",1986-11-06,1.027887,"France","#ED2939","#002395"
"4272",1986-11-07,1.027806,"France","#ED2939","#002395"
"4273",1986-11-10,1.017598,"France","#ED2939","#002395"
"4274",1986-11-11,1.014166,"France","#ED2939","#002395"
"4275",1986-11-12,1.009667,"France","#ED2939","#002395"
"4276",1986-11-13,1.00952,"France","#ED2939","#002395"
"4277",1986-11-14,1.006321,"France","#ED2939","#002395"
"4278",1986-11-17,1.00411,"France","#ED2939","#002395"
"4279",1986-11-18,1.007916,"France","#ED2939","#002395"
"4280",1986-11-19,1.005786,"France","#ED2939","#002395"
"4281",1986-11-20,1.000831,"France","#ED2939","#002395"
"4282",1986-11-21,1.006925,"France","#ED2939","#002395"
"4283",1986-11-24,1.009363,"France","#ED2939","#002395"
"4284",1986-11-25,1.001894,"France","#ED2939","#002395"
"4285",1986-11-26,0.991295,"France","#ED2939","#002395"
"4286",1986-11-27,0.993356,"France","#ED2939","#002395"
"4287",1986-11-28,0.987257,"France","#ED2939","#002395"
"4288",1986-12-01,0.978568,"France","#ED2939","#002395"
"4289",1986-12-02,0.988406,"France","#ED2939","#002395"
"4290",1986-12-03,0.988481,"France","#ED2939","#002395"
"4291",1986-12-04,0.988636,"France","#ED2939","#002395"
"4292",1986-12-05,0.997551,"France","#ED2939","#002395"
"4293",1986-12-08,1.005399,"France","#ED2939","#002395"
"4294",1986-12-09,1.006391,"France","#ED2939","#002395"
"4295",1986-12-10,1.009216,"France","#ED2939","#002395"
"4296",1986-12-11,1.006621,"France","#ED2939","#002395"
